Age,Amount,bank,cardType,entry_type,gender,transaction,v1,v2,v3,v4,fraud
31,0.89,Bank5,Visa,INTERNET,f,INTERNET,1.18111636497976,0.19383296175621498,0.701895320071218,0.698935513417535,0
35,76.23,Bank2,Visa,chip,m,ATM,-1.63539838837221,1.1656602008013501,-1.57571407942684,-1.09744049661775,0
23,999.9,Bank4,Visa_Debit,chip,f,ATM,-10.5273044341626,7.63974510878724,-13.443114502751401,4.30340291762786,1
19,52.87,Bank0,Visa_Debit,chip,m,POS,1.9958366127956102,-0.0280504920267345,-3.87130134810881,-0.45712782399776103,0
45,14.95,Bank1,Visa,chip,f,POS,1.16141743413674,-0.21399523813083898,0.829593686168601,0.173845234393267,0
56,38.22,Bank1,Master_Debit,chip,f,ATM,-1.79462993436144,-0.9645216167679879,1.05949520166406,0.822751537874915,0
33,1.0,Bank2,Visa,chip,m,POS,1.1698569432126398,0.399008509701592,0.6321158259507679,1.2531627276783202,0
75,15.0,Bank7,Visa_Debit,magnetic,f,ATM,-0.438697861156585,0.5515772560674821,1.3615233547795,0.85408245192705,0
60,3.9,Bank3,Visa_Debit,INTERNET,m,INTERNET,0.13028234471201,0.5970436378891409,-0.8866629444745301,-0.9583992864470608,0
66,2.88,Bank5,Visa_Debit,chip,f,ATM,-3.5435346774286,-2.4235727647034304,1.49408650742546,-0.598114791058494,0
53,86.4,Bank5,Visa_Debit,internet,m,INTERNET,-17.9762660516057,12.864988563015,-19.5750661905691,11.3451198184298,1
24,999.9,Bank3,Visa,internet,f,INTERNET,-23.9141008948243,13.7659421584186,-25.7337337663194,6.2909179135006,1
32,3.98,Bank5,Visa_Debit,INTERNET,f,INTERNET,-0.9006308939198442,1.99629098383676,1.0700974168700002,2.2773322078784304,0
67,39.99,Bank11,Visa,INTERNET,f,INTERNET,-3.8792296544804,2.81720651038055,0.46504312030706396,-1.92402446912801,0
72,100.0,Bank5,Master,chip,m,POS,-0.696261036398277,0.27347765972827104,1.4844228550057,0.206275221492613,0
43,84.95,Bank3,Visa,chip,f,ATM,1.17165906175703,-0.11581470959911401,-0.32469212202068704,0.167110536402013,0
71,1478.7,Bank0,AmEx,magnetic,f,ATM,0.91311613528992,1.1453810871791001,-4.6028779327350495,2.09180337375362,1
23,0.0,Bank11,Visa,chip,f,ATM,-0.8513056388936199,1.1077661254531999,0.528278092849489,-1.4544862475391,0
66,190.9,Bank7,Visa_Debit,INTERNET,f,INTERNET,-1.9921192181629102,-1.0006686044952,0.49321371037330397,-1.42338030921692,0
73,1.0,Bank2,Visa,INTERNET,f,INTERNET,-3.58908440905806,2.88135072604746,-2.3127936230682002,-2.46049654785771,0
39,4.06,Bank3,Visa_Debit,INTERNET,f,INTERNET,-1.18484347004809,1.28204524872756,-1.4605595024600802,-0.608639092553227,0
75,1.18,Bank5,Master,magnetic,f,POS,-2.0517007083025103,-1.05895530334485,0.184261073664192,-0.237230576962048,0
18,246.64,Bank2,Visa,chip,f,ATM,-1.18799866686729,-1.3380826308850602,2.24327634646573,-2.8566597883957003,0
74,52.11,Bank0,Visa,magnetic,m,POS,-2.06062096836596,0.302063753413443,1.37292345922968,-0.51627463099336,0
47,1.0,Bank1,Visa_Debit,chip,f,POS,-1.3497325608898703,-0.0187320887372832,0.834408379677228,-0.502238102525541,0
40,29.9,Bank2,Visa_Debit,INTERNET,m,INTERNET,1.05742700094084,-0.325058409472108,1.0304102169606,0.7772845847848101,0
23,13.75,Bank5,Visa,INTERNET,m,INTERNET,-0.619382924481593,0.6933946368518039,1.18776275218069,0.872970843894972,0
68,75.3,Bank5,Visa_Debit,magnetic,m,ATM,0.28630236383524393,1.3993447480855603,-1.68250270884931,3.8643770395524197,1
33,284.98,Bank3,Visa,INTERNET,f,INTERNET,-1.29769501585863,-0.62946182111876,-0.121193582962032,-1.2798045102282198,0
55,198.0,Bank6,Visa,INTERNET,f,INTERNET,1.75505633024644,-0.293668224850602,-2.35841098366332,0.447875979468823,0
70,51.0,Bank5,Visa,INTERNET,m,INTERNET,2.14380694143649,-0.8591815268689109,-1.77878172716212,-1.1790580921168798,0
41,154.94,Bank0,AmEx,INTERNET,m,INTERNET,1.70683702313228,-1.49348697378759,-0.7930975113740791,-0.648451178804669,0
26,20.0,Bank3,Visa_Debit,chip,m,ATM,0.7533560124211178,2.28498795250353,-5.16449200355315,3.8311119987992996,1
69,23.99,Bank9,Visa_Debit,chip,f,ATM,1.30809444985665,0.121583922230544,-0.37886315266584597,-0.30666058606798197,0
21,532.23,Bank2,Visa,INTERNET,f,INTERNET,1.07642812696058,-1.7664823070308,-1.9440635535038302,0.6443069689364039,0
46,8.99,Bank5,Visa,chip,m,ATM,-0.107539252398554,1.0669227050105201,0.881920380311389,0.23494016906141602,0
54,69.17,Bank2,Visa,INTERNET,f,INTERNET,-1.9794044014988401,0.7515787429202521,-1.3770776037793402,-0.40695019874363,0
39,16.84,Bank2,Visa,magnetic,m,POS,-0.32411213979252396,0.7832781992444499,1.2073885577134,0.8977544206463329,0
22,96.94,Bank0,Visa,chip,m,POS,1.1387593359078,-1.19295282747355,1.4071308355477101,-0.330070103385594,0
24,189.63,Bank1,Master_Debit,chip,m,ATM,0.814677016483577,-0.647123434817494,1.0019458674741701,1.43479482736763,0
22,16.8,Bank1,Visa_Debit,chip,m,POS,1.10217922727077,-0.24917625405727598,0.9950489060908639,1.61961188343995,0
49,2478.6000000000004,Bank8,Visa,internet,f,INTERNET,-5.19249642644832,3.16472117285823,-5.04767906023322,2.24659736005894,1
59,1.0,Bank3,Visa,INTERNET,m,INTERNET,1.2382316947809198,0.750469075717095,-0.34003628706818106,1.34683244658997,0
33,8.5,Bank2,Visa,INTERNET,f,INTERNET,-0.866655166687783,1.0296205769784499,-0.410809874238675,0.15994608010642403,0
44,15.13,Bank1,Visa,INTERNET,f,INTERNET,1.93364593467956,1.7289706037879198,-3.4207624061420696,4.00253148632975,0
38,10.0,Bank0,Visa,chip,f,ATM,-16.9174682656955,9.66990017304097,-23.736443410521602,11.8249902296814,1
34,3.99,Bank1,Visa,chip,m,POS,-1.5319910938407701,1.1688771918390701,1.15483333288131,1.24790866556873,0
36,724.19,Bank1,Visa,INTERNET,m,INTERNET,-0.26355999805597496,-2.4225442615315096,0.22619837185914698,2.1828488639178003,0
33,123.10000000000001,Bank7,Visa,chip,m,POS,-7.5039262374813696,-0.36062800994939903,-3.83095228272519,2.48610285639632,1
36,11.5,Bank2,Master_Debit,chip,f,ATM,1.13316651353174,-0.23494783366405603,1.2084630805835601,0.818442045577478,0
32,122.43,Bank2,Visa,chip,f,POS,-1.58032448371185,-0.8422963634965142,1.3852104397904,-0.365193293517824,0
31,80.0,Bank0,Master_Debit,INTERNET,f,INTERNET,-1.79172431273905,-0.333278659742889,1.92104197348304,-0.815494890661914,0
48,114.0,Bank0,Visa,INTERNET,f,INTERNET,2.06484276357846,-1.62065510763955,-0.65751725021146,-1.4124990554924801,0
61,406.0,Bank5,Master,magnetic,f,POS,1.1528513754198102,-2.5571025934366403,0.44475043381218,1.29426775371422,0
42,68.74,Bank0,Visa_Debit,INTERNET,m,INTERNET,1.11104797028704,0.215351844382971,0.374072563622289,1.1500006534851999,0
18,10.0,Bank3,Visa,internet,m,INTERNET,-23.984746649579396,16.6978316913154,-22.209874815521,9.584968620214902,1
29,15.0,Bank1,Visa_Debit,INTERNET,m,INTERNET,2.32593235805688,-1.25399899626852,-1.6209538410372701,-1.8876809834463302,0
53,626.5,Bank4,Visa,chip,f,POS,0.150535948393988,-2.74979680605523,0.501414229194025,0.151754648327024,0
46,414.03,Bank7,Visa,magnetic,f,POS,0.297433409732312,-1.83103470185734,0.6439704350098691,0.36929799560803994,0
66,159.0,Bank4,Master_Debit,magnetic,f,ATM,-0.908008566854504,0.38172019997462603,1.23559635922729,0.98394481257597,0
26,71.99,Bank0,Visa_Debit,chip,m,ATM,1.83119398469845,-0.687898390609546,-1.05996157854367,0.6056349835649251,0
18,30.0,Bank7,Visa,INTERNET,m,INTERNET,1.05335770569956,-0.0178993469619566,0.908669746022716,1.16327787651016,0
75,182.9,Bank1,Visa,INTERNET,f,INTERNET,1.06584627904112,-0.7227500838339059,-0.335713615713989,0.101249294322592,0
38,3.3,Bank0,Visa_Debit,magnetic,f,ATM,2.0583990381560002,-0.22744639031295602,-1.29681338966294,0.153758410799538,0
35,14.99,Bank0,Visa,INTERNET,f,INTERNET,2.03541718059083,-0.16847539011402696,-1.0976332113309901,0.43952949097116,0
71,0.89,Bank4,Master,INTERNET,m,INTERNET,2.07473619423123,0.194229134702609,-1.67915763038776,0.42028134306498105,0
47,1.29,Bank5,Visa,chip,m,POS,1.25797180241938,0.389695408903104,0.31408512234154196,0.6872908057472861,0
73,2.49,Bank8,Visa,chip,m,ATM,-0.0841888649653618,0.388968888458866,0.0142931111919537,-0.940060698192116,0
19,377.44,Bank3,Master,chip,f,POS,1.47673491561016,-2.30287686854331,-1.49544753082908,-2.24616672054723,0
32,28.5,Bank3,Master,chip,m,POS,2.30962148429749,-1.4906252349298998,-1.1451402064469298,-1.7141569122601399,0
45,780.0,Bank10,Visa,internet,m,INTERNET,-10.8502815883108,6.727465688268531,-16.760583409542,8.42583167857118,1
40,11.799999999999999,Bank2,Master_Debit,chip,f,POS,0.908636658181293,2.84902401493181,-5.6473429633634105,6.00941477810058,1
79,3200.1,Bank11,Visa,internet,f,INTERNET,-3.36776957405755,0.0992494427033949,-6.14848744863103,3.4019553678123504,1
28,0.0,Bank1,AmEx,magnetic,f,POS,0.457845399378466,1.37376948070694,-0.4889260093482271,2.80535094114905,1
76,12.99,Bank5,Visa_Debit,chip,f,POS,-1.5266089209081497,0.588358811062017,1.5732781974214398,-0.104024543051879,0
20,35.0,Bank3,Visa_Debit,chip,f,ATM,2.07679804056971,-1.0153585633203601,-0.6580847243670911,-0.851484987188189,0
66,15.21,Bank0,Visa_Debit,chip,m,POS,-6.07428309877327,6.169862027556599,-0.516452943783,2.6557720000981404,0
27,1.51,Bank2,Visa_Debit,chip,m,POS,1.9625973950627602,-0.14717294929737804,0.0255634907711251,0.6378203766854761,0
19,27.5,Bank1,Visa,magnetic,m,POS,-1.14605843009546,0.7548053207690029,0.6617884680289079,-0.694580696299053,0
52,0.89,Bank13,Visa,chip,m,ATM,1.29321399340073,0.162730702001936,-0.43863611361929206,0.127395733082399,0
52,40.64,Bank5,Visa,chip,f,ATM,1.23254953417405,-0.635851386802921,0.44975276898962296,-1.93018966038661,0
35,4.93,Bank10,Visa,magnetic,f,ATM,0.0360244768446764,0.594344180188408,-1.3208628856229399,-2.09214766862626,0
74,2.28,Bank5,Visa,chip,m,POS,1.93823201821749,0.604821754194099,-0.8003393718585909,3.7100019204522403,0
24,287.5,Bank0,Visa,INTERNET,f,INTERNET,1.54313977131378,-1.97564627043695,-0.109790932132896,-0.35980193912041997,0
58,70.6,Bank1,Visa,chip,f,POS,1.87823003111341,1.32562957435462,-2.33346899289515,4.23315121365749,1
72,16.299999999999997,Bank2,Visa,internet,m,INTERNET,-17.5189091261484,12.572117853538499,-19.0385383213549,11.1908946558522,1
23,0.77,Bank4,Visa_Debit,magnetic,f,ATM,-1.68323729323906,1.22076747943621,0.23564954511738398,-1.3835425310340101,0
26,0.0,Bank4,Master,INTERNET,f,INTERNET,-0.5415500549475161,0.6435713289826529,1.91695740844451,1.56074949487659,0
18,22.799999999999997,Bank1,Visa,internet,f,INTERNET,-25.825982149081998,19.167239010306197,-25.3902293121699,11.1254347149714,1
51,1.0,Bank9,Visa_Debit,magnetic,f,POS,1.08867823077387,-0.155249124440978,1.21319514262592,1.2378399613596,0
22,40.0,Bank3,Master,magnetic,f,POS,-0.704182443792095,-0.41383910007869706,2.03693666031837,-0.377503479108503,0
69,6.15,Bank10,Visa,chip,f,POS,1.98151139048682,-0.0945176495781471,-0.38471971927185794,0.427719915739712,0
66,55.31,Bank5,Visa_Debit,INTERNET,m,INTERNET,-0.106623670456979,-0.7380181805519459,1.7304397989261202,-1.9894034430578202,0
22,24.9,Bank11,Master,magnetic,f,ATM,2.15852486074026,-1.86618681387333,0.151699359140329,-1.45563831729981,0
66,40.0,Bank6,Visa,INTERNET,f,INTERNET,-2.21033215672043,0.17019055793713198,1.3974242721418202,-0.7276681864475191,0
25,1.0,Bank1,Master_Debit,INTERNET,m,INTERNET,0.0532035876276185,0.21229280720980603,1.0561064544185998,-0.898880316168745,0
43,71.6,Bank4,Visa_Debit,INTERNET,m,INTERNET,1.39922117245626,-1.01088473804937,0.325502681525291,-0.868824927364135,0
71,34.06,Bank6,Visa,magnetic,m,POS,0.9738060185034878,0.711425680049153,1.32834226162291,3.79043753327838,0
41,58.81,Bank1,Visa_Debit,chip,f,ATM,-6.69477892565487,-4.78342168072859,0.531473671212259,1.8252816867588202,0
45,39.0,Bank0,Visa_Debit,magnetic,f,POS,1.8952410309654497,-0.42581157019390203,-0.6177307884333381,1.0393538784066998,0
52,51.45,Bank6,Visa,INTERNET,m,INTERNET,2.2237770009225097,-1.6036640033671998,-0.7931424073202079,-1.4341513571372,0
34,17.99,Bank6,Visa,chip,f,ATM,2.09491332127631,-0.0518755051882518,-1.5370099727312903,0.13003431830769,0
56,103.5,Bank3,Master,chip,m,ATM,-1.3483942162787,-0.7385347469112841,1.6929522774053503,-1.7720077832282002,0
30,42.0,Bank2,Visa,chip,f,ATM,2.25238345321352,-0.5347489584313421,-2.60987871039362,-0.9306676239220749,0
60,282.59,Bank2,Visa,magnetic,m,POS,1.7427465949860799,-1.44920294387568,-2.0838672339856004,-0.779244605525892,0
76,368.2,Bank0,Master_Debit,magnetic,f,POS,1.3242813011166101,-1.3279567456947399,-1.02229269666105,0.556133159306037,0
25,79.42,Bank3,Visa_Debit,chip,m,ATM,2.0849368553933103,-0.8802716032927321,-1.89825481762508,-0.8922598237794709,0
58,4.57,Bank4,Visa_Debit,INTERNET,f,INTERNET,-0.677484722219159,1.7775455625275702,1.03627066580118,2.35359839520122,0
66,7.19,Bank4,Master_Debit,magnetic,f,POS,-0.46629172781118794,0.6960223996853891,1.36479385074469,0.120115555102182,0
67,55.68,Bank0,Visa,chip,f,POS,1.06453632271686,0.24969523590241,0.736284258611159,2.74325629999404,0
48,4.99,Bank9,Visa,chip,m,POS,-0.343576441735916,1.17216173760432,1.3051064503111,0.0575718316556526,0
45,18.9,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.1210757824146398,0.136588572844783,0.517064277882802,1.48410499991212,0
47,45.88,Bank0,Visa_Debit,magnetic,m,ATM,-1.2053276233361498,1.3942343835993898,0.36646492086906396,1.29840443970738,0
45,0.22,Bank3,Master,chip,m,ATM,-1.35832320203677,1.6019407934539198,1.7089118308658502,-1.1812217059556698,0
53,4.49,Bank10,Visa_Debit,INTERNET,m,INTERNET,0.0920908290032889,0.9995625815338929,-0.325987521453882,-0.6277717826455589,0
52,173.9,Bank6,Visa,chip,m,ATM,1.8331910475600601,0.74533277919767,-1.1330087128958701,3.8935559772499597,1
50,19.5,Bank0,Visa_Debit,INTERNET,f,INTERNET,2.18401678261638,-0.7590241306128851,-1.3475332621928702,-0.9795765386860971,0
47,3237.7,Bank0,Master_Debit,internet,f,INTERNET,-0.670238130057305,0.9452063515340601,0.6100506262977011,2.6400650867337703,1
67,24.99,Bank2,Visa,chip,f,POS,-0.13669591838979,0.33752888363765,-0.11624218504736,-1.65623089714387,0
39,5.0,Bank4,Visa,INTERNET,f,INTERNET,-0.280738055686924,1.12792280187011,1.5943740630279,1.10674669121781,0
48,417.0,Bank6,Visa_Debit,magnetic,f,POS,-1.16440876534581,-1.27938106831344,-1.3042202620296999,-1.20068712325061,0
60,128.0,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.7333610261276102,-0.741381748105325,-0.480299544607045,0.21400150607721802,0
22,71.99,Bank1,Visa,INTERNET,m,INTERNET,2.04406709167653,-1.17494278791966,-0.38544243367627296,-0.7170922103444141,0
54,0.0,Bank4,Master,chip,f,ATM,2.18155553405207,-0.0198350743686076,-2.98991995959125,0.0637648875248447,0
71,1.98,Bank4,Master,INTERNET,f,INTERNET,2.04508669449877,0.169466995955788,-1.7890127815637902,0.212098347339985,0
18,15.13,Bank0,Master,magnetic,f,ATM,-1.1336086130231202,0.63850768462643,1.82037954360917,3.79814083677154,0
79,10.0,Bank6,Visa,magnetic,m,ATM,1.5033702094760502,-0.365986853339434,0.0232733711409733,-1.00454343210661,0
33,19.99,Bank0,Visa,chip,f,ATM,-1.39493333837263,1.17767264883914,1.4148619811215901,-1.24995366809539,0
37,79.64,Bank1,Visa,chip,f,POS,-1.9026308187791101,-0.4262610643625379,0.8794918830770351,1.21207757228587,0
61,17.83,Bank0,Visa,chip,m,ATM,-0.234482948154749,0.111086824300062,1.2392661417574198,0.0339095619545696,0
20,163.65,Bank0,Master,chip,m,ATM,-0.106680848421627,0.8345439708346508,-1.41052742879631,-0.40492699994209497,0
29,23.66,Bank7,Visa,INTERNET,f,INTERNET,-2.7879806757378702,-2.77990476514342,2.5183777088978703,0.836293431112254,0
68,40.0,Bank2,Visa_Debit,INTERNET,f,INTERNET,-0.664414113538667,1.1815720488416201,1.35782417140663,0.627108412461864,0
51,350.7,Bank5,Visa,INTERNET,m,INTERNET,-2.19928155726121,-1.30319732972312,0.7121892844437571,-1.63409690702503,0
59,3.74,Bank1,Visa,magnetic,m,POS,-0.520291213479522,0.7355694958154408,0.0742314616838532,-0.7403491253005551,0
60,6.63,Bank4,Master_Debit,chip,m,ATM,-1.0313574729531998,1.90936721497739,-0.5233624057505051,1.5855596044027502,0
70,1.29,Bank3,Visa,magnetic,m,ATM,0.19784449268641602,1.02382036578651,-0.676057810611577,-0.696569662852499,0
25,9.9,Bank1,Visa_Debit,magnetic,m,POS,0.0607431941621605,0.282800966965249,0.0478163634249798,-1.8272790133391899,0
73,10.0,Bank12,Master,internet,m,INTERNET,-0.48153115095427795,1.05954227713479,0.647117402910268,0.905586233912649,1
37,2.28,Bank2,Visa,magnetic,m,ATM,-0.373595107342188,1.05790889836415,1.36249121209624,-0.152617974284309,0
22,0.89,Bank0,Visa,INTERNET,f,INTERNET,-6.7957280806966995,6.695235638283339,-3.23301585739673,-0.772786982075371,0
35,45.0,Bank0,Master,INTERNET,m,INTERNET,-0.934310534925765,0.847758909707365,1.5583834502935001,-0.14136109155932097,0
59,25.0,Bank1,Visa_Debit,INTERNET,f,INTERNET,1.8986146888477902,-0.369705648740166,-0.0087985802304954,1.2592744052733,0
32,158.0,Bank1,Visa_Debit,magnetic,f,POS,1.24433388601099,-1.6648911625516998,0.192225264358434,-1.477012343151,0
44,11.69,Bank0,Visa,INTERNET,f,INTERNET,-0.603171192418915,1.40446433544535,-0.393152647912191,-0.0896011190007319,0
54,9.96,Bank4,Visa,INTERNET,m,INTERNET,-0.9119713741837941,0.56964688923621,0.3750471801996911,-0.810672586053855,0
66,11.86,Bank2,Visa,INTERNET,m,INTERNET,-1.2541240888868002,1.0334448473334201,2.07079141884086,-0.550078863597612,0
64,32.67,Bank0,AmEx,chip,f,POS,-0.424883605172873,0.810169871590659,1.7812848451190701,-0.11066655365831801,0
54,249.0,Bank2,Visa_Debit,chip,m,ATM,-0.4006582356933,0.764300579463146,-1.19140950332417,0.536754967757535,0
21,0.89,Bank6,Visa,chip,m,POS,0.0277116944040564,0.847097399822076,0.1935324653501,-0.7819680749654351,0
67,75.64,Bank0,Master_Debit,INTERNET,m,INTERNET,-0.861146400967398,0.940320180834086,2.9382455535557996,4.61399324064079,0
33,9.5,Bank6,AmEx,chip,f,POS,-1.23910954481402,0.987922563144922,1.4870092965754398,-0.562312013475048,0
51,10.0,Bank2,Visa,INTERNET,f,INTERNET,1.2966084066437,-1.22526217561935,0.33878512624018,-1.6517676064339502,0
69,50.0,Bank3,Visa,INTERNET,m,INTERNET,-0.256786757963752,-0.640466859099866,-0.508316153185445,-3.44487785105722,0
42,11.83,Bank7,Master,INTERNET,f,INTERNET,1.21773561375233,0.348528996841603,0.513433174717823,1.13287285577553,0
33,0.01,Bank8,Visa,chip,f,ATM,1.1714186694255602,0.049300410053215,1.31007270270755,1.32852875812696,0
30,94.99,Bank1,Master,INTERNET,f,INTERNET,1.02514694684422,-0.277650365863335,0.0930826159319478,-0.565829290011167,0
49,10.0,Bank0,Visa,internet,f,INTERNET,0.447395553302475,2.48195386638743,-5.66081393141405,4.4559228120932,1
54,95.58,Bank3,Master,INTERNET,f,INTERNET,1.2838746636658502,-1.8277064954549,1.18270515055202,-1.31819749027476,0
60,1.98,Bank4,Visa_Debit,INTERNET,m,INTERNET,-0.38289951954804297,0.917531578747538,0.976599292305433,1.13614714867688,0
23,59.0,Bank3,Visa,magnetic,m,ATM,-1.0785079573319,-0.8410166493668639,2.23840599716806,-2.71341280525697,0
51,40.0,Bank2,Master,chip,f,POS,-0.38179479020023704,0.0395015409432389,0.8404391288366608,-2.09983760929452,0
68,26.55,Bank2,Visa_Debit,INTERNET,m,INTERNET,-1.82666177410395,1.4245142154873502,1.63425352069193,0.0434404356368171,0
69,1912.89,Bank4,Visa,chip,f,POS,-8.36678318177321,-8.38662852453913,-0.278370793085974,6.27524256337636,0
51,159.6,Bank12,Visa,INTERNET,f,INTERNET,-1.48307456636565,-0.443638288600153,0.8130660067131349,-0.636716336603766,0
71,11.85,Bank5,Visa,INTERNET,m,INTERNET,1.28706427986081,-0.39033887508027704,0.6611441026257879,-0.696797299604085,0
55,0.89,Bank4,Visa_Debit,INTERNET,m,INTERNET,1.01841181981555,1.03666300867632,-1.6898137072248403,1.31547583332268,0
62,0.0,Bank1,Visa_Debit,INTERNET,f,INTERNET,0.0179753573221358,1.0678470801042,-2.07613002268236,-0.34457122325499795,0
59,143.27,Bank6,Visa_Debit,INTERNET,m,INTERNET,1.30653566487893,-1.6628937197137998,-1.0194817503447802,-2.41071859557047,0
60,7.7,Bank0,Visa_Debit,chip,f,POS,-1.6342100357025502,2.20622578790569,-1.68711518968493,-1.56330947204678,0
72,1.0,Bank1,Visa,INTERNET,f,INTERNET,-0.615406023259397,0.839489133523331,1.56066265565647,-0.493246635341916,0
59,8.99,Bank4,Visa,magnetic,m,ATM,-1.5551780951471699,1.24257828743159,1.16077372382361,-0.35072130236501003,0
34,1.79,Bank7,Visa,chip,f,POS,2.00456730156508,-0.110503116304658,-1.01105318306094,0.31321251270270195,0
19,90.0,Bank0,Visa,chip,f,ATM,1.01428008152964,-0.210570356832228,1.12093172170605,1.33193991252501,0
61,7.8,Bank2,Visa_Debit,INTERNET,f,INTERNET,-0.9642165325034558,0.794454171409333,2.11296843468757,-0.382195444591087,0
51,156.78,Bank4,Visa,chip,f,ATM,-2.54552645098869,0.9321730245129121,0.327032197062814,-0.6402968481085369,0
77,99.95,Bank3,Visa_Debit,magnetic,f,POS,0.973475467743572,-0.7480672383991271,1.1519978827043897,0.27801858611302005,0
40,3.52,Bank3,Visa_Debit,magnetic,m,POS,-0.694619539494745,1.54961984346949,0.9047862572367841,1.4971699552143898,0
49,99.99,Bank10,Visa,INTERNET,m,INTERNET,0.8792953967763969,0.00197293419968988,-0.0945100989093184,1.2644492454041298,0
45,37.55,Bank9,Visa,magnetic,m,ATM,1.8595403912611201,-0.331485453197632,-1.29011401715547,0.309306900784973,0
72,15.17,Bank0,Visa,chip,f,ATM,-0.8150199053610401,-0.190290186855667,-0.815383767181687,-3.6550854545943796,0
77,1.51,Bank4,Visa,chip,m,POS,1.92017091496511,0.23061870939978302,-0.46024299582086803,3.8810253378260295,0
57,38.0,Bank1,Master,INTERNET,m,INTERNET,0.123274380004651,-0.7970656520773589,0.3746001546062391,-2.3724461107085295,0
45,2.0,Bank4,Visa_Debit,chip,m,POS,-2.4008979158573,2.68446822349106,-1.97461388187448,-0.9981741291089691,0
36,401.01,Bank6,Visa,INTERNET,f,INTERNET,-0.9567634214524359,0.0111677047426109,0.788189468330759,1.67844807074355,0
30,0.0,Bank6,Visa_Debit,chip,f,POS,1.11851521867417,0.0104702260762869,1.21869505066396,2.64256235638727,0
30,14.95,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.3154991506805,-0.6199327807338609,0.42571880938828605,-0.8180124924343671,0
56,30.0,Bank3,Visa_Debit,chip,f,ATM,1.1938726482200401,0.6797946831673549,-0.265083408116756,2.25066565991931,0
55,1.0,Bank5,Visa,INTERNET,m,INTERNET,1.14706772901851,-0.38394450854175893,1.00508544220646,-0.8510194443201891,0
47,16.52,Bank1,Visa_Debit,INTERNET,m,INTERNET,-0.670334313878454,1.1381975869974499,1.90376224025217,0.926782682188029,0
22,4.48,Bank1,Visa,chip,f,ATM,0.0050907026619025205,0.8332188220995809,0.16890440489396802,-0.7920752719612131,0
69,2.99,Bank0,Visa,INTERNET,f,INTERNET,1.21184716506569,0.35893779112555196,0.34131737055581396,0.569922896455702,0
71,6.800000000000001,Bank2,Visa,magnetic,f,ATM,-1.0606762841975699,2.60857946990866,-2.9716790025807103,4.3600893523484805,1
63,113.56,Bank3,Visa_Debit,INTERNET,f,INTERNET,-0.539590667175462,1.3865421960751398,0.8064333503716229,3.3565047137912702,0
43,0.99,Bank1,Master_Debit,INTERNET,m,INTERNET,-0.0028765693369763603,0.724220753049206,0.327963053457636,-0.66700790143538,0
47,716.9,Bank0,Visa_Debit,chip,f,ATM,-5.03267701368429,-7.54587051845196,-0.7764524589886129,-0.768722465378136,0
61,78.65,Bank0,Master,chip,f,ATM,1.8871225938030902,-0.652712169515692,-0.09287725260282799,0.518324887534741,0
79,10.0,Bank4,Visa_Debit,internet,m,INTERNET,1.02387386852139,2.0014852662661298,-4.7697518322097405,3.81919458538265,1
40,27.0,Bank10,Master,chip,f,POS,1.20769700725802,0.0747733792526501,-0.318917508195125,0.6688759282501341,0
61,2.0,Bank4,Visa,INTERNET,f,INTERNET,2.08010100186626,0.44388893894577897,-2.06784156423179,1.1411119138463002,0
69,6.0,Bank6,Visa,INTERNET,m,INTERNET,-26.2576891680902,-33.413911482216804,2.51888314001897,8.714184006313419,0
37,120.29,Bank0,Visa_Debit,chip,f,ATM,0.8345596242765259,-1.11166123044532,1.1732955102232,0.7032642940280419,0
27,13.02,Bank3,Master,INTERNET,f,INTERNET,-6.8249321803852,4.730960615033441,-1.1358698002903502,-1.14753986748037,0
62,36.8,Bank0,Visa,INTERNET,f,INTERNET,-0.440744315680433,0.806950527732403,1.06920984780502,-0.552301176760416,0
20,7.0,Bank2,Visa,chip,f,POS,-0.0903002832974471,0.8718187787274,0.8953720596101781,0.546943917238659,0
28,18.0,Bank0,Visa,INTERNET,f,INTERNET,1.37860194995895,-1.55341658841795,1.6775195138703898,-0.824895808650052,0
34,1.0,Bank1,Visa,chip,f,ATM,-1.1329729737777698,0.979006500147418,1.1190931082404099,-0.5415337234835611,0
23,41.75,Bank0,Master,INTERNET,f,INTERNET,-1.0989316069948198,-0.603840578001546,1.5182364664401498,-0.18536402478606,0
35,0.77,Bank9,Visa_Debit,chip,f,ATM,-0.38929453939757,1.1948328444386,-1.23295458968241,-1.17212605982058,0
78,27.83,Bank2,Master_Debit,magnetic,m,POS,2.07180477183878,-0.4779430714913429,-1.4444435501762,-0.5486567944410461,0
52,15.0,Bank2,Visa,INTERNET,m,INTERNET,1.38885123710839,-0.325344081008193,-0.0855808842974115,-0.72336009666579,0
79,127.69,Bank4,Visa,magnetic,f,ATM,-0.518166572020734,0.7932564194943841,0.30190798981322603,0.21645363135299697,0
79,44.95,Bank2,Visa_Debit,chip,m,POS,1.1314509935909598,-0.428098409969965,0.43989696460031896,-0.7109030979177099,0
43,173.0,Bank6,Visa,chip,f,POS,0.8923790863062471,-0.345990825122737,0.0512796641809886,0.741072106485362,0
